URL,Status Code,Content-Type,Parent URL,Input Line
https://www.bl.uk/business-and-management,404,text/html,https://library.soton.ac.uk/az.php,786
https://www.bl.uk/bipc/dbandpubs/intpropres/index.html,404,text/html,https://library.soton.ac.uk/az.php,825
https://www.bailii.org/bailii/BAILII_IALS_quick_guide.pd,404,text/html,https://library.soton.ac.uk/az.php,890
https://library.soton.ac.uk/connect.ebsco.com/s/article/Business-Source-Basic-Searching-on-EBSCOhost-Tutorial?language=en_US,404,text/html,https://library.soton.ac.uk/az.php,935
https://www.bl.uk/social-welfare,404,text/html,https://library.soton.ac.uk/az.php,153
https://www.bl.uk/catalogues-and-collections/digital-collections,404,text/html,https://library.soton.ac.uk/az.php,226
https://www.bl.uk/manuscripts/,404,text/html,https://library.soton.ac.uk/az.php,268
https://www.bl.uk/reshelp/bldept/music/,404,text/html,https://library.soton.ac.uk/az.php,294
https://www.bl.uk/sounds,404,text/html,https://library.soton.ac.uk/az.php,312
https://library.soton.ac.uk/openaccess/funders,404,text/html; charset=UTF-8,https://library.soton.ac.uk/openaccess,545
http://library.soton.ac.uk/NHSusers,404,text/html; charset=UTF-8,https://library.soton.ac.uk/hsl,70
https://library.soton.ac.uk/openaccess/funders,404,text/html; charset=UTF-8,https://library.soton.ac.uk/copyright/researchers,918
http://ethos.bl.uk/Home.do,404,text/html,https://library.soton.ac.uk/ill,633
http://www.cas.org/training/scifinder,404,text/html,https://library.soton.ac.uk/sash/workshops/online-training,840
http://library.soton.ac.uk/tutorials/wrds ,404,text/html,https://library.soton.ac.uk/sash/workshops/online-training,896
http://bufvc.ac.uk/tvandradio/bob/bob-video-tutorials,404,text/html,https://library.soton.ac.uk/sash/workshops/online-training,897
https://guides.soton.ac.uk/open/library/articulate/Referencing/story.html  ,404,text/html; charset=utf-8,https://library.soton.ac.uk/sash/workshops/online-training,935
http://ethos.bl.uk/Home.do,404,text/html,https://library.soton.ac.uk/document-supply,392
https://www.ukri.org/funding/information-for-award-holders/data-policy/common-principles-on-data-policy/,404,text/html; charset=UTF-8,https://library.soton.ac.uk/identifiers/data,728
https://library.soton.ac.uk/identifiers/legal-deposit-serials@bl.uk,404,text/html,https://library.soton.ac.uk/identifiers/articles,747
http://www.bl.uk/bibliographic/issn.html,404,text/html,https://library.soton.ac.uk/identifiers/articles,780
http://www.bl.uk/aboutus/stratpolprog/legaldep/legaldepositleaflet.pdf,404,text/html,https://library.soton.ac.uk/identifiers/articles,781
http://www.bl.uk/aboutus/stratpolprog/legaldep/legaldepositleaflet.pdf,404,text/html,https://library.soton.ac.uk/identifiers/ISBN,931
http://library.soton.ac.uk/identifiers/legal-deposit-serials@bl.uk,404,text/html,http://library.soton.ac.uk/identifiers/articles,49
http://library.soton.ac.uk/identifiers/publisher.enquiries@legaldeposit.org.uk,404,text/html,http://library.soton.ac.uk/identifiers/articles,69
http://www.bl.uk/bibliographic/issn.html,404,text/html,http://library.soton.ac.uk/identifiers/articles,93
http://www.bl.uk/aboutus/stratpolprog/legaldep/legaldepositleaflet.pdf,404,text/html,http://library.soton.ac.uk/identifiers/articles,97
https://www.ukri.org/funding/information-for-award-holders/data-policy/common-principles-on-data-policy/,404,text/html; charset=UTF-8,http://library.soton.ac.uk/identifiers/data,513
http://library.soton.ac.uk/connect.ebsco.com/s/article/Business-Source-Basic-Searching-on-EBSCOhost-Tutorial?language=en_US,404,text/html,http://library.soton.ac.uk/managementandmarketing,618
https://library.soton.ac.uk/c.php?g=721251&p=5250295,404,text/html; charset=UTF-8,https://library.soton.ac.uk/openaccess/options,148
https://library.soton.ac.uk/c.php?g=721251&p=5250295,404,text/html; charset=UTF-8,http://library.soton.ac.uk/openaccess/options,324
https://support.thirdiron.com/knowledgebase/articles/132654-what-publishers-do-you-support,404,text/html,https://library.soton.ac.uk/Browzine,469
https://www.nihr.ac.uk/documents/nihr-open-access-policy/12251,404,text/html; charset=UTF-8,https://library.soton.ac.uk/openaccess/nihr,847
https://www.nihr.ac.uk/documents/nihr-open-access-policy-for-publications-submitted-on-or-after-1-june-2022/28999,404,text/html; charset=UTF-8,https://library.soton.ac.uk/openaccess/nihr,879
https://library.soton.ac.uk/guides/ukri-flowchart ,404,text/html,https://library.soton.ac.uk/openaccess/ukri,201
https://engagementhub.ukri.org/ukri-ed-i/ref-2029-open-access-consultation/,404,text/html; charset=UTF-8,https://library.soton.ac.uk/openaccess/ref,614
https://library.soton.ac.uk/openaccess/funders,404,text/html; charset=UTF-8,http://library.soton.ac.uk/openaccess,955
https://library.soton.ac.uk/regulations,404,text/html; charset=utf8,https://library.soton.ac.uk/sb.php?subject_id=29729,153
http://library.soton.ac.uk/tutorials/esbco,404,text/html; charset=UTF-8,http://library.soton.ac.uk/tutorials/ebsco,559
http://library.soton.ac.uk/tutorials/connect.ebsco.com/s/article/Business-Source-Basic-Searching-on-EBSCOhost-Tutorial?language=en_US,404,text/html,http://library.soton.ac.uk/tutorials/ebsco,581
http://journals.nice.org.uk/,404,text/html; charset=utf-8,https://library.soton.ac.uk/medicine/openathens,386
http://onlinebooksconnect.elsevier.com/articles/instructions-for-sciencedirect-epub-mobi-downloads?utm_campaign=Online%20Books%20Connect%20-%20monthly%20&utm_campaignPK=70074432&utm_term=OP8750&utm_content=98161904&utm_source=68&BID=255493226&utm_medium=email&SIS_ID=0,404,text/html,https://library.soton.ac.uk/ebooks,83
https://www.coursera.org/for-university-and-college-students,404,text/html,https://library.soton.ac.uk/coursera,379
https://library.soton.ac.uk/researchdata/researchdata/sharing-during-research,404,text/html; charset=UTF-8,http://library.soton.ac.uk/researchdata/working,739
https://ico.org.uk/for-organisations/encryption,404,text/html; charset=utf-8,http://library.soton.ac.uk/researchdata/working,792
https://www.ed.ac.uk/records-management/guidance/records/practical-guidance/naming-conventions,404,text/html; charset=UTF-8,http://library.soton.ac.uk/researchdata/working,818
https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/consent/what-is-valid-consent/#what10,404,text/html; charset=utf-8,https://library.soton.ac.uk/researchdata/planning,912
https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/consent/what-is-valid-consent/#what10,404,text/html; charset=utf-8,http://library.soton.ac.uk/researchdata/planning,182
http://beagrie.com/krds.php,404,text/html,http://library.soton.ac.uk/researchdata/storage,426
https://www.ukri.org/funding/information-for-award-holders/data-policy/common-principles-on-data-policy/,404,text/html; charset=UTF-8,http://library.soton.ac.uk/identifiers/data#s-lg-box-wrapper-6417325,898
https://library.soton.ac.uk/researchdata/researchdata/sharing-during-research,404,text/html; charset=UTF-8,https://library.soton.ac.uk/researchdata/working,915
https://ico.org.uk/for-organisations/encryption,404,text/html; charset=utf-8,https://library.soton.ac.uk/researchdata/working,961
